,analysis date,city,cityid,cloudiness,country,groupingid,humidity,lat,long,max temp,wind speed
481,2018-09-09 12:00:00,San Carlos de Bariloche,7647007,0,AR,10,26,-41.13,-71.31,60.8,11.41
482,2018-09-09 12:52:29,Damghan,138025,0,IR,10,55,36.17,54.34,65.89,2.71
483,2018-09-09 12:20:00,Bud,7626370,92,NO,10,76,62.91,6.91,57.2,10.29
484,2018-09-09 12:00:00,Puerto Quijarro,3465342,0,BO,10,23,-19.0,-57.72,93.2,10.29
485,2018-09-09 12:52:31,Shubarshi,608270,0,KZ,10,70,48.59,57.19,50.68,2.93
486,2018-09-09 12:52:31,Fort Portal,233476,8,UG,10,92,0.66,30.28,57.97,2.37
487,2018-09-09 12:15:00,Moorhead,5038108,1,US,10,53,46.87,-96.75,75.92,20.8
488,2018-09-09 12:00:00,Bintulu,1737486,75,MY,10,94,3.17,113.03,75.2,4.7
489,2018-09-09 12:52:33,Cochrane,3894483,0,CL,10,56,-47.25,-72.57,45.01,1.92
490,2018-09-09 12:52:33,Kyren,2021031,76,RU,10,90,51.68,102.13,35.11,1.59
491,2018-09-09 12:30:00,Mount Isa,2065594,0,AU,10,18,-20.73,139.49,62.6,8.05
492,2018-09-09 12:52:34,Muisne,3653967,80,EC,10,80,0.61,-80.02,77.59,6.73
493,2018-09-09 12:51:00,Kiunga,2093846,92,PG,10,99,-6.12,141.3,71.92,2.04
494,2018-09-09 12:52:35,Beyneu,610298,0,KZ,10,47,45.32,55.19,56.98,6.17
495,2018-09-09 12:46:11,Ostrovnoy,556268,24,RU,10,93,68.05,39.51,46.99,7.18
496,2018-09-09 12:35:00,Tallahassee,4174715,1,US,10,58,30.44,-84.28,93.2,9.17
497,2018-09-09 12:00:00,Bathsheba,3374083,20,BB,10,74,13.22,-59.52,84.2,13.87
498,2018-09-09 12:52:37,Cruz Alta,3859839,56,AR,10,55,-33.01,-61.81,74.8,13.0
499,2018-09-09 12:00:00,Riyadh,108410,0,SA,11,14,24.63,46.72,89.6,5.61
500,2018-09-09 12:50:28,Sibolga,1213855,80,ID,11,100,1.74,98.78,67.6,1.92
501,2018-09-09 12:15:00,Muskegon,5003132,1,US,11,41,43.23,-86.25,66.92,13.87
502,2018-09-09 11:48:00,Champerico,3530097,75,MX,11,55,16.38,-93.6,87.8,6.93
503,2018-09-09 12:30:00,Monrovia,2274895,75,LR,11,94,6.33,-10.8,77.0,5.84
504,2018-09-09 11:56:00,Santiago de Cuba,3536729,40,CU,11,62,20.03,-75.83,86.36,6.93
505,2018-09-09 12:52:40,Sabla,2349431,24,NG,11,98,12.75,4.71,71.56,3.04
506,2018-09-09 12:00:00,Artyom,2027456,0,RU,11,100,43.36,132.19,39.2,2.24
507,2018-09-09 12:30:00,Victor Harbor,2059470,0,AU,11,87,-35.55,138.62,50.0,3.71
508,2018-09-09 12:52:41,Douentza,2458334,56,ML,11,96,15.01,-2.95,72.64,3.15
509,2018-09-09 12:47:14,Namibe,3347019,24,AO,11,100,-15.19,12.15,64.0,4.16
510,2018-09-09 11:48:00,Tres Picos,3530097,75,MX,11,55,16.23,-93.58,87.8,6.93
511,2018-09-09 12:52:43,Maues,3395062,12,BR,11,68,-3.38,-57.72,84.97,2.82
512,2018-09-09 12:00:00,Tahara,1851259,75,JP,11,88,34.64,137.18,77.0,18.34
513,2018-09-09 12:00:00,Iquique,3887127,75,CL,11,67,-20.22,-70.14,62.6,13.87
514,2018-09-09 11:40:00,La Paz,4000900,75,MX,11,62,24.15,-110.32,86.0,8.05
515,2018-09-09 12:45:27,Antalaha,1071296,76,MG,11,91,-14.9,50.28,69.31,7.18
516,2018-09-09 12:30:00,Lasa,146639,0,CY,11,64,34.92,32.53,75.2,6.93
517,2018-09-09 12:52:45,Rio Verde de Mato Grosso,3451051,32,BR,11,27,-18.92,-54.84,90.19,2.48
518,2018-09-09 12:52:46,Njombe,151479,0,TZ,11,92,-9.34,34.77,58.33,6.62
519,2018-09-09 12:52:46,Hajnowka,771158,92,PL,11,79,52.74,23.58,60.58,4.5
520,2018-09-09 12:46:31,Eirunepe,3664321,20,BR,11,42,-6.66,-69.87,95.32,2.93
521,2018-09-09 12:00:00,Baiyin,1817240,0,CN,11,100,36.55,104.13,42.8,2.24
522,2018-09-09 12:00:00,Alofi,4036284,92,NU,11,73,-19.06,-169.92,77.0,11.41
523,2018-09-09 12:52:49,Aiquile,3924341,0,BO,11,35,-18.2,-65.18,66.88,5.28
524,2018-09-09 11:50:00,Sistranda,3139597,0,NO,11,67,63.73,8.83,59.0,16.11
525,2018-09-09 12:52:49,Khuzdar,7082481,0,PK,11,76,27.8,66.62,64.09,1.92
526,2018-09-09 12:00:00,Abonnema,2324433,75,NG,11,94,4.71,6.79,75.2,2.24
527,2018-09-09 12:52:50,Nabire,1634614,20,ID,11,98,-3.36,135.5,65.89,1.92
528,2018-09-09 12:52:51,Nizwa,286987,44,OM,11,47,22.93,57.53,71.65,2.93
529,2018-09-09 12:44:55,Sorland,3137469,32,NO,11,84,67.67,12.69,59.41,21.05
530,2018-09-09 12:52:52,Mudgee,2156404,0,AU,11,89,-32.6,149.59,44.38,7.18
531,2018-09-09 12:52:52,Bocanda,2291383,80,CI,11,92,7.06,-4.5,75.34,4.27
532,2018-09-09 12:52:53,Takestan,113491,0,IR,11,66,36.07,49.69,59.86,5.73
533,2018-09-09 12:52:53,Kieta,2094027,92,PG,11,100,-6.22,155.63,78.22,4.16
534,2018-09-09 12:44:41,Tura,1254046,56,IN,11,97,25.52,90.21,74.08,2.59
535,2018-09-09 12:52:54,Outjo,3353715,0,NA,11,39,-20.11,16.16,48.34,5.95
536,2018-09-09 11:56:00,Elko,5703670,1,US,11,3,40.83,-115.76,84.92,6.93
537,2018-09-09 11:57:00,Makakilo City,5850554,40,US,11,67,21.35,-158.09,86.0,9.17
538,2018-09-09 12:30:00,Mana,789988,0,RS,11,100,43.52,20.24,57.2,1.12
539,2018-09-09 12:52:56,Mikhaylovka,2015842,56,RU,11,98,52.96,103.29,44.83,4.61
540,2018-09-09 12:30:00,Nador,2541479,92,MA,11,88,35.17,-2.93,71.6,8.05
541,2018-09-09 12:00:00,Xinmin,2033675,0,CN,11,93,42.0,122.83,50.0,4.47
542,2018-09-09 12:00:00,Drovyanaya,2024848,100,RU,11,75,51.58,113.05,44.6,8.95
543,2018-09-09 12:52:57,Hargeysa,57289,0,SO,11,62,9.56,44.06,65.08,2.71
544,2018-09-09 12:30:00,Christchurch,2192362,36,NZ,11,87,-43.53,172.64,42.8,3.36
